wiki_name,parkCode,title,shortDescription,location,url,duration,activity_tags
Canyonlands,cany,Backcountry Camping in Canyonlands,What better way to connect with this wilderness of countless canyons than on foot? Canyonlands offers hundreds of miles of hiking trails with designated campsites for overnight backcountry travel.,Canyonlands Backcountry Office,https://www.nps.gov/thingstodo/backcountry-camping-in-canyonlands.htm,1-14 Days,Backcountry Camping
Canyonlands,cany,Experience the Shafer Trail,"The Shafer Trail is a challenging, unpaved backcountry road for recreational users seeking the experience of a lifetime. High-clearance 4WD vehicles with a low range gear (4LO) are required. ATVs, OHVs, or UTVs are not permitted inside the park.",Shafer Canyon Trail,https://www.nps.gov/thingstodo/experience-the-shafer-trail.htm,1 Hour,Scenic Driving
Canyonlands,cany,Boating in Canyonlands,"The Colorado and Green rivers have played a significant role in shaping the landscape of Canyonlands. Boating is a great way to see the park from the bottom up, and affords boaters a unique perspective.",Canyonlands National Park,https://www.nps.gov/thingstodo/boating-in-canyonlands.htm,1-12 Days,Boating
Canyonlands,cany,Auto Touring in Canyonlands,"There are hundreds of miles of unpaved roads in Canyonlands, providing access to various campsites, trailheads, and viewpoints in the park's backcountry. Most roads require high-clearance, low range four-wheel-drive. Roads range in difficulty from intermediate to extremely technical. Research your route thoroughly before attempting these roads.",,https://www.nps.gov/thingstodo/auto-touring-in-canyonlands.htm,,Scenic Driving
Capitol Reef,care,Hike Cathedral Valley,Explore Cathedral Valley by foot. These hikes are accessible only by rough unpaved roads. A high clearance vehicle is necessary and four-wheel drive is recommended at times.,,https://www.nps.gov/thingstodo/hike-cathedral-valley.htm,,Backcountry Hiking
Capitol Reef,care,Stargaze,"Capitol Reef protects extremely dark night skies, and is a wonderful place to stargaze.",,https://www.nps.gov/thingstodo/stargaze.htm,,Stargazing
Capitol Reef,care,Driving the Burr Trail,"Drive the scenic Burr Trail from Glen Canyon's Bullfrog district, along the bottom of Capitol Reef, through Grand Staircase, to Boulder, UT. Distance: 67 miles (108 km) one-way Mix of paved and dirt roads, impassable when wet Four-wheel drive sometimes required. No RVs.",Burr Trail,https://www.nps.gov/thingstodo/driving-the-burr-trail.htm,1-14 Days,Scenic Driving
Capitol Reef,care,Bicycle Touring,"Bicycling touring in Capitol Reef offers opportunities to explore paved and unpaved roads throughout the park. Explore colorful canyons, beautiful vistas of red rock country, and the verdant Fruita Historic District by bicycle.",Roads in Capitol Reef,https://www.nps.gov/thingstodo/bicycle-touring.htm,,Biking
Capitol Reef,care,Picnic,"Enjoy a picnic in Capitol Reef National Park! In the Fruita Historic District, look for the Doc Inglesby and Chesnut picnic areas, as well as tables and a water fountain near the Gifford House. At the end of Capitol Gorge Road, off the Scenic Drive, there are covered picnic tables as well as a pit toilet.",,https://www.nps.gov/thingstodo/picnic.htm,,Picnicking
Capitol Reef,care,Watch the Sunset,Watch the sunset from various scenic points in Capitol Reef. Take an easy stroll or a strenuous hike as the sun goes down. Don't forget to bring a headlamp.,,https://www.nps.gov/thingstodo/watch-the-sunset.htm,,Front-Country Hiking
Capitol Reef,care,Hike in the South (Waterpocket) District,Get to know the South (Waterpocket) District on foot by hiking an easy trail or strenuous backcountry route. Many of these hikes are accessible only by unpaved roads.,,https://www.nps.gov/thingstodo/hike-in-the-south-waterpocket-district.htm,,Backcountry Hiking
Capitol Reef,care,Scenic Drive Tour,"Take Capitol Reef's Scenic Drive, and experience colorful cliffs and deep narrow canyons from the comfort of your vehicle.",Capitol Reef Scenic Drive,https://www.nps.gov/thingstodo/scenic-drive-tour.htm,90 Minutes,Scenic Driving
Capitol Reef,care,Hike a Strenuous Trail,Hike a strenuous trail to view dramatic geologic formations and spectacular vistas.,,https://www.nps.gov/thingstodo/hike-a-strenuous-trail.htm,,Front-Country Hiking
Capitol Reef,care,Hike an Easy or Moderate Trail,Hike an easy or moderate trail to see panoramic views or to experience a deep sandstone canyon.,,https://www.nps.gov/thingstodo/hike-an-easy-or-moderate-trail.htm,,Front-Country Hiking
Carlsbad Caverns,cave,Lower Cave Tour,"In 1924, National Geographic expedition members wrote about the wonders of Lower Cave. Visitors today can see the evidence left behind from those and other explorers.",Lower Cave Tour,https://www.nps.gov/thingstodo/lower-cave-tour.htm,3 Hours,Guided Tours
Carlsbad Caverns,cave,Walnut Canyon Desert Drive,"Discover canyon views, desert plants, and wildlife along this unpaved road.",Walnut Canyon Desert Drive,https://www.nps.gov/thingstodo/walnut-canyon-desert-drive.htm,1 Hour,Scenic Driving
Carlsbad Caverns,cave,Left Hand Tunnel Tour,Enjoy a historic candle-lit lantern tour through an undeveloped section of the cavern on unpaved trails.,Left Hand Tunnel Tour,https://www.nps.gov/thingstodo/left-hand-tunnel-tour.htm,2 Hours,Guided Tours
Carlsbad Caverns,cave,King's Palace Tour,The King's Palace Tour takes visitors through four highly decorated chambers and the deepest portion of the cavern open to the public.,King's Palace Tour,https://www.nps.gov/thingstodo/king-s-palace-tour.htm,90 Minutes,Guided Tours
Carlsbad Caverns,cave,Guadalupe Ridge Trail (GRT),"This trail covers 100 miles (161 km) through Carlsbad Caverns National Park, Lincoln National Forest, Bureau of Land Management, and Guadalupe Mountains National Park. Over 20 miles (32 km) of this trail is within Carlsbad Caverns National Park.",Guadalupe Ridge Trail,https://www.nps.gov/thingstodo/grt.htm,5-6 Days,Backcountry Camping
Carlsbad Caverns,cave,Slaughter Canyon Cave Tour,"This tour will take you into an underground wilderness without electricity, paved walkways, or modern conveniences.",Slaughter Canyon Cave Tour,https://www.nps.gov/thingstodo/slaughter-canyon-cave-tour.htm,5-6 Hours,Guided Tours
Carlsbad Caverns,cave,Hall of the White Giant Tour,"If you don’t mind getting dirty, crawling through tight passageways, and climbing slippery flowstone, you might want to try the Hall of the White Giant Tour.",Hall of the White Giant Tour,https://www.nps.gov/thingstodo/hall-of-the-white-giant-tour.htm,4 Hours,Guided Tours
Carlsbad Caverns,cave,Rattlesnake Springs Picnic Area,Have a relaxing picnic among tall cottonwood trees and watch for a variety of birds.,Rattlesnake Springs,https://www.nps.gov/thingstodo/rattlesnake-springs-picnic-area.htm,,Picnicking
Carlsbad Caverns,cave,Chihuahuan Desert Nature Trail,Enjoy views of the Guadalupe Mountains and explore Chihuahuan Desert plant life along this short 0.7 mile (1.1 km) loop trail.,Chihuahuan Desert Nature Trail,https://www.nps.gov/thingstodo/desert-nature-trail.htm,30 Minutes,Hiking
Carlsbad Caverns,cave,Night Sky Programs,Enjoy the night sky at Carlsbad Caverns National Park during a ranger-led night sky program.,Night Sky Programs,https://www.nps.gov/thingstodo/night-sky-programs.htm,1-2 Hours,Astronomy
Carlsbad Caverns,cave,Walnut Canyon Overlook Trail,This short 180 yards (165 m) paved walkway provides great views of Walnut Canyon.,Walnut Canyon Overlook Trailhead,https://www.nps.gov/thingstodo/walnut-canyon-overlook-trail.htm,5 Minutes,Hiking
Carlsbad Caverns,cave,Juniper Ridge Trail,Enjoy the Chihuahuan Desert in a serene landscape along this 3.5 mile (5 km) trail.,Juniper Ridge Trailhead,https://www.nps.gov/thingstodo/juniper-ridge-trail.htm,3 Hours,Hiking
Carlsbad Caverns,cave,Old Guano Trail,"This 3.7 miles (6km) trail descends the escarpment, ending at the White's City campground.",Old Guano Trail,https://www.nps.gov/thingstodo/old-guano-trail.htm,2 Hours,Hiking
Carlsbad Caverns,cave,Upper Rattlesnake Canyon Loop Trail,A moderately difficult 6 mile (9.6 km) loop trail in the park's wilderness.,Rattlesnake Canyon Trailhead,https://www.nps.gov/thingstodo/upper-rattlesnake-canyon-trail.htm,4 Hours,Hiking
Carlsbad Caverns,cave,Yucca Canyon Trail,This is a difficult 7.7 mile (12.4 km) trail that climbs quickly up a side canyon to the top of an escarpment.,Yucca Canyon Trailhead,https://www.nps.gov/thingstodo/yucca-canyon-trail.htm,9 Hours,Hiking
Carlsbad Caverns,cave,Slaughter Canyon Cave Trail,A scenic 0.5 mile (1 km) hike that leads to viewpoints overlooking Slaughter Canyon.,Slaughter Canyon Cave Trailhead,https://www.nps.gov/thingstodo/slaughter-canyon-cave-trail.htm,90 Minutes,Hiking
Carlsbad Caverns,cave,Lower Rattlesnake Canyon Trail,Follow down a canyon for 3 miles (4.8 km) and enjoy a variety of Chihuahuan Desert plants.,Rattlesnake Canyon Trailhead,https://www.nps.gov/thingstodo/lower-rattlesnake-canyon-trail.htm,3 Hours,Hiking
Carlsbad Caverns,cave,Slaughter Canyon Trail,This 5.3 mile (8.6 km) hike travels up Slaughter Canyon with mountains towering above.,Slaughter Canyon Trailhead,https://www.nps.gov/thingstodo/slaughter-canyon-trail.htm,7 Hours,Hiking
Carlsbad Caverns,cave,Bat Flight Program,Enjoy an evening ranger talk about the park's population of Brazilian Free-tailed Bats and experience their emergence from Carlsbad Cavern.,Bat Flight Amphitheater,https://www.nps.gov/thingstodo/bat-flight-program.htm,0-60 Minutes,First Person Interpretation
Carlsbad Caverns,cave,Explore the Cavern at Your Own Pace,The Big Room and Natural Entrance trails can be enjoyed at your own pace. The Big Room Trail is easy to moderate in difficulty. The Natural Entrance Trail is strenuous. Enjoy one or both to experience a variety of cave formations.,Big Room and Natural Entrance Trails,https://www.nps.gov/thingstodo/explore-the-cavern-at-your-own-pace.htm,1-3 Hours,Hiking
Crater Lake,crla,Snowshoeing at Crater Lake,Snowshoeing is a popular activity during the long winter at Crater Lake National Park.,,https://www.nps.gov/thingstodo/snowshoeing-at-crater-lake.htm,,Snowshoeing
Crater Lake,crla,Biking at Crater Lake,"Each year, increasing numbers of cyclists come to Crater Lake National Park to ride around the lake on the physically demanding, 33 mile (53 km) Rim Drive. Steep hills at high elevation may encourage even the most fit riders to pause at many of the road's thirty overlooks and pull-outs. The payoff however is spectacular scenery, viewed at a pace that few visitors choose to take enough time for.",,https://www.nps.gov/thingstodo/biking-at-crater-lake.htm,,Road Biking
Crater Lake,crla,Scenic Rim Drive,"The historic Rim Drive includes 33-miles (53-km) of lake views, panoramic vistas, forests and meadows. The contours of the road were designed to compliment the natural landscape, and disappear from view as you look across the lake from any point.",,https://www.nps.gov/thingstodo/scenic-rim-drive.htm,1-3 Hours,Scenic Driving
Cuyahoga Valley,cuva,Become a Cuyahoga Valley Junior Ranger,Learn how kids ages 3 and older can become Junior Rangers of Cuyahoga Valley National Park.,,https://www.nps.gov/thingstodo/become-a-cuyahoga-valley-junior-ranger.htm,1-3 Hours,Junior Ranger Program
Cuyahoga Valley,cuva,Hike the Ledges Trail,The Ledges Trail circles a plateau of striking rock formations and provides stunning views along the way. Learn more about hiking this popular trail.,,https://www.nps.gov/thingstodo/hike-the-ledges-trail.htm,1-2 Hours,Hiking
Cuyahoga Valley,cuva,Hike the Brandywine Gorge Loop,"The Brandywine Gorge Loop circles a deep ravine carved by Brandywine Creek, and provides stunning views of Brandywine Falls along the way. Learn more about hiking this popular trail.",,https://www.nps.gov/thingstodo/hike-the-brandywine-gorge-loop.htm,1-2 Hours,Hiking
Cuyahoga Valley,cuva,Visit Cuyahoga Valley Farms and Markets,"Agriculture has long been an important part of life in the Cuyahoga Valley. Today, there are eight farms that operate within the national park. Several have roadside stands or host events throughout the year. Learn more about these farms and about weekly farmers markets in and around the park.",,https://www.nps.gov/thingstodo/visit-cuyahoga-valley-farms-markets.htm,,Food
Cuyahoga Valley,cuva,Visit Canal Exploration Center,"Arrive by car, bike, or scenic railroad. Hands-on exhibits at this historic tavern and store bring the canal era to life. Lock demonstrations are offered seasonally. From here, you can stroll the Towpath Trail.",,https://www.nps.gov/thingstodo/visit-canal-exploration-center.htm,30-120 Minutes,Hands-On
Cuyahoga Valley,cuva,Find the Best Fall Colors in Cuyahoga Valley,"Leaf peepers, grab your cameras! Here are our tips for where to find Cuyahoga Valley’s best fall colors throughout October.",,https://www.nps.gov/thingstodo/best-fall-colors-cuyahoga-valley.htm,,Hiking
Cuyahoga Valley,cuva,Stop by Boston Mill Visitor Center,Begin your adventure at Boston Mill Visitor Center. Pick up maps and shop for souvenirs. Staff and volunteers are available to help you plan a visit that fits your time and interests.,Boston Mill Visitor Center Parking Lot,https://www.nps.gov/thingstodo/stop-by-boston-mill-visitor-center.htm,,Bookstore and Park Store
Cuyahoga Valley,cuva,Go Mountain Biking in Cuyahoga Valley,"The East Rim Trail system has stunning views, varied terrain, exciting obstacles, and an element of adventure for intermediate mountain bikers.",East Rim Trailhead,https://www.nps.gov/thingstodo/go-mountain-biking-in-cuyahoga-valley.htm,20-60 Minutes,Mountain Biking
Cuyahoga Valley,cuva,Go Fishing in the Cuyahoga Valley,Fishing is a great way to spend your day in Cuyahoga Valley National Park. Learn about the best places to fish and how to responsibly enjoy this pastime.,,https://www.nps.gov/thingstodo/go-fishing-in-cuyahoga-valley-national-park.htm,,Fishing
Cuyahoga Valley,cuva,Hike to Blue Hen Falls from Boston,Blue Hen Falls is a popular hike-in destination in the Boston area. Hikers can reach the waterfall via the Buckeye Trail from Boston Mill Visitor Center. Learn more about this popular hilly hike.,,https://www.nps.gov/thingstodo/hike-to-blue-hen-falls.htm,1-2 Hours,Hiking
Cuyahoga Valley,cuva,Short Towpath Trail Walks,"These short walks along the Towpath Trail explore many highlights of the valley’s lowlands. They are recommended for people who have mobility disabilities, are visiting with children, or have limited time.",Starting Trailheads,https://www.nps.gov/thingstodo/short-towpath-trail-walks.htm,30-60 Minutes,Hiking
Cuyahoga Valley,cuva,Find Spring Wildflowers in Cuyahoga Valley,Searching for wildflowers is a great way to connect with nature and stay active in spring. Discover what’s blooming along park trails.,,https://www.nps.gov/thingstodo/spring-wildflowers-cuyahoga-valley.htm,,Hiking
Cuyahoga Valley,cuva,Go Birding in the Cuyahoga Valley,"Birding is a popular activity at Cuyahoga Valley National Park. Thanks to the park’s wide variety of habitats, it is possible to observe more than 200 bird species throughout the year. Grab a field guide and a pair of binoculars and see what awaits your discovery.",,https://www.nps.gov/thingstodo/go-birding-cuyahoga-valley.htm,,Birdwatching
Cuyahoga Valley,cuva,Go Snowshoeing in the Cuyahoga Valley,Snowshoeing is a great way to explore and exercise in Cuyahoga Valley National Park when the conditions are right. There must be at least four inches of packed snow on the trail.,,https://www.nps.gov/thingstodo/go-snowshoeing-in-cuyahoga-valley.htm,,Snowshoeing
Cuyahoga Valley,cuva,Kid- and Autism-friendly Activities in the Everett Area,Three short walks in the Everett area offer sensory activities that appeal to children or individuals with autism. They include tactile and audio exhibits.,,https://www.nps.gov/thingstodo/kid-and-autism-friendly-activities-in-the-everett-area.htm,1-3 Hours,Hands-On
Cuyahoga Valley,cuva,Let's Go Canalway Questing,"Put your detective hat on! Quests are fun, self-guides hikes that help you explore the Ohio & Erie Canalway. Follow rhyming clues to hidden boxes. Sign the logbook and collect impressions of each hand-carved stamp.",,https://www.nps.gov/thingstodo/lets-go-canalway-questing.htm,30-75 Minutes,Hands-On
Cuyahoga Valley,cuva,Plan Your Event at Cuyahoga Valley,Find out how you can host an event in the park.,,https://www.nps.gov/thingstodo/plan-your-event-at-cuyahoga-valley.htm,,Picnicking
Death Valley,deva,Explore Wildflowers in Death Valley,Learn about the different flowers you might be able to see in Death Valley during spring months.,,https://www.nps.gov/thingstodo/explore-wildflowers-in-death-valley.htm,1-3 Hours,Scenic Driving
Death Valley,deva,Bird Watching,"Roadrunners and ravens and hummingbirds- oh my! With many resident and migratory species, bird watching opportunities abound in Death Valley.",,https://www.nps.gov/thingstodo/bird-watching.htm,,Birdwatching
Death Valley,deva,Harmony Borax Works Self Guided Walk,Harmony Borax Works was instrumental in drawing people to Death Valley in the late 1800s and in the subsequent popularity of the Furnace Creek area. The 1/4 mi (0.4 km) paved walking path at this site takes visitors back in time by exploring the ruins of the plant and associated townsite and an original twenty mule team wagon. ,Harmony Borax Works parking area,https://www.nps.gov/thingstodo/harmony-borax-works-self-guided-walk.htm,15-35 Minutes,Self-Guided Tours - Walking
Death Valley,deva,Drive Twenty Mule Team Canyon,A short scenic drive along an unpaved road through colorful badlands.,Twenty Mule Team Canyon,https://www.nps.gov/thingstodo/drive-twenty-mule-team-canyon.htm,15-30 Minutes,Scenic Driving
Death Valley,deva,Tour Artists Drive,"Enjoy a scenic drive through a geologic rainbow! Artists Drive is a one-way, nine mile (14.5 km) drive which passes through eroded, colorful desert hills. Artists Palette (a viewpoint) has the most colorful scenery along the road.",Artists Drive,https://www.nps.gov/thingstodo/tour-artists-drive.htm,25-45 Minutes,Scenic Driving
Death Valley,deva,Experience Death Valley at Night,Death Valley is just as spectacular at night as it is during the day- learn about a few ways you can explore the park after dark.,,https://www.nps.gov/thingstodo/experience-death-valley-at-night.htm,,Astronomy
Death Valley,deva,Running in Death Valley,"Go for a run in Death Valley! The park can be a very interesting and challenging place to test your road running or trail running abilities. Over 1,000 miles of paved and dirt roads, plus almost endless cross country opportunities await you. To enjoy the park safely, please run in the cooler months.",,https://www.nps.gov/thingstodo/running-in-death-valley.htm,,Hiking
Death Valley,deva,Day Hiking,"Looking for somewhere to hike in Death Valley? The park has interpretive trails, hiking trails, and unofficial hiking routes, and is open to cross-country travel by foot in most places.",,https://www.nps.gov/thingstodo/day-hiking.htm,,Hiking
Death Valley,deva,Visit Badwater Basin,"Badwater Basin is the lowest elevation in North America at - 282 feet (- 86 m) below sea level. A visit to this otherworldly salt flat will provide you with a unique experience and a landscape that appears to stretch on forever. A short 1/4 mile (400 m) hike will you bring you to the polygon salt formations that Death Valley is famous for, or in the summer months, the view can be enjoyed from the parking area.",Badwater Basin,https://www.nps.gov/thingstodo/visit-badwater-basin.htm,1-2 Hours,Scenic Driving
Death Valley,deva,Hiking/Visiting with Pets,"Due to the extreme weather, it is not usually a good idea to bring a pet to Death Valley if you want to do any exploring out of your vehicle. If you are traveling through the park with a pet, and want to know where they are allowed to go, this is where to find that info! Stick to the roads, developed areas, and campgrounds. Pets are not permitted in the Wilderness or out of the areas listed above.",,https://www.nps.gov/thingstodo/hiking-visiting-with-pets.htm,,Hiking
Death Valley,deva,Mountain Biking,Hundreds of miles of dirt roads are available for mountain biking exploration.,,https://www.nps.gov/thingstodo/mountain-biking.htm,,Biking
Death Valley,deva,Visit the Furnace Creek Visitor Center,"Stop by the visitor center to speak with park rangers and pay park fees and purchase national park passes. View the exhibits about Death Valley's history and natural wonders. Watch the park film, which is 20 minutes in length and plays throughout the day. Shop at the bookstore - light snacks/sandwiches/water are available for purchase. Become a Junior Ranger! Complete the activities in the booklet and earn a badge.",,https://www.nps.gov/thingstodo/visit-the-furnace-creek-visitor-center.htm,15-120 Minutes,Museum Exhibits
Death Valley,deva,Cycling,"Whether you prefer flat and straight or mountainous and curvy, Death Valley has paved roads suitable for all levels of cycling enthusiasts.",,https://www.nps.gov/thingstodo/cycling.htm,,Biking
Death Valley,deva,Check Out Devils Golf Course,"An immense area of rock salt eroded by wind and rain into jagged spires. So incredibly serrated that ""only the devil could play golf on such rough links."" Listen carefully and you'll hear sounds like tiny pops and pings. The sound is literally billions of tiny salt crystals bursting apart as they expand and contract in the heat.",,https://www.nps.gov/thingstodo/check-out-devils-golf-course.htm,,Scenic Driving
Denali,dena,Sightsee on a Denali Tour Bus,"Summer sight-seeing in Denali is mainly done by bus, and there are several trips to choose from. Narrated tour bus trips are more expensive than non-narrated transit buses. From high up in a bus, it becomes possible to look over roadside brush, allowing you to enjoy the incredible scenery (and wildlife sightings, too!).",Varies,https://www.nps.gov/thingstodo/denali-tour-bus.htm,4-6 Hours,Bus/Shuttle Guided Tour
Denali,dena,Explore Mountain Vista & Savage River,"While most of Denali’s sole road is restricted just to bus traffic, anybody can drive out to Mountain Vista and Savage River. Located about 15 miles inside the park, the area is scenic, featuring several trails (some short, one long) and a picnic area.",Savage River,https://www.nps.gov/thingstodo/denali-savage-river.htm,2-6 Hours,Front-Country Hiking
Denali,dena,Hike a Short Trail From the Denali Visitor Center,"At 6 million acres in size, Denali is incredibly vast, and hiking is possible almost anywhere in the park. However, there are only a handful of established trails in the park, and here you'll find a few suggestions for one or more short hikes from the Denali Visitor Center.",Denali Visitor Center,https://www.nps.gov/thingstodo/denali-short-hike.htm,1-3 Hours,Front-Country Hiking
Denali,dena,Explore Denali's Winter Trails,"Whether on foot, skis or snowshoes, winter is a great time for you to explore Denali! Snow starts falling as early as September, although in some years the conditions aren't good for skiing until December, and it sticks around until April or May.",Winter Visitor Center,https://www.nps.gov/thingstodo/denali-winter-trails.htm,1-12 Hours,Cross-Country Skiing
Denali,dena,Bike the Denali Park Road,"Biking the Denali Park Road is a rewarding way to explore the park at a slower speed than vehicles allow. Experience a variety of terrain over the course of just a few hours as you pedal from forested areas up to expansive views of the tundra, then coast back downhill towards a river.",Recommended Day Trip: Savage River to Sanctuary River and Back,https://www.nps.gov/thingstodo/denali-park-road-biking.htm,1-12 Hours,Biking
Denali,dena,Discover the Boreal Forest: Identify Plants While Hiking in Denali,"Denali is home to a beautiful variety of plant species, from tall Aspen trees to short Moss campion. With a diversity of habitat types that support water-loving to drought-tolerant plants, Denali is an excellent place to immerse yourself in the subarctic flora. The DenaliFlora App is the perfect companion for your botanical explorations.",Throughout Denali,https://www.nps.gov/thingstodo/botanizing-in-denali.htm,1-4 Hours,Front-Country Hiking
Denali,dena,Berry Picking in Denali,"Alaska is well known for it’s amazing and abundant berries in August and September—just ask any of the grizzly bears in Denali! A family friendly activity would be to strike off into the tundra and search for berries. Bring your bucket (or empty water bottle) to fill, or simply snack on the go.",Berry Picking Areas,https://www.nps.gov/thingstodo/denali-berry-picking.htm,,Gathering and Foraging
Denali,dena,Sightsee on a Denali Transit Bus,"Summer sight-seeing in Denali is mainly done by bus, and there are several trips to choose from. Transit bus trips are the cheapest and most flexible option, although they aren't narrated. From high up in a bus, it becomes possible to look over roadside brush, allowing you to enjoy the incredible scenery (and wildlife sightings, too!).","Denali Bus Depot (Mile 0.5, Denali Park Road)",https://www.nps.gov/thingstodo/denali-shuttle.htm,6-12 Hours,Bus/Shuttle Guided Tour
Denali,dena,Viewing Wildlife in Denali,"Denali provides habitat for 39 species of mammals, 169 species of birds, 14 species of fish, and one species of amphibian The large animals that are often the most sought after can be surprisingly elusive. The so called “Big Five”—moose, caribou, Dall sheep, grizzly bears, and wolves, receive the most attention, but the is a great place to see a wide variety of wildlife. The longer you spend in the area, the better your chances to see wild animals!",,https://www.nps.gov/thingstodo/dena-wildlife-viewing.htm,6-12 Hours,Wildlife Watching
Denali,dena,Hiking Off Trail in Denali,"Denali National Park and Preserve has very few formal trails for a park of its size, but hiking off trail offers limitless opportunities for recreation and exploration. The terrain and bus system in Denali make hiking off trail less intimidating and more approachable than it may seem at first.",,https://www.nps.gov/thingstodo/dena-hiking-off-trail.htm,2-12 Hours,Backcountry Hiking
Denali,dena,Backpacking in Denali,"A backpacking trip in Denali is unlike backpacking in most other national parks. Denali is about the size of Vermont, with only a handful of trails—most of which are near the entrance of the park for day-hiking, rather than overnight backpacking. This opportunity to set your own route and hike through a trail-less landscape amid wild animals and wilderness is rare in the 21st century.",,https://www.nps.gov/thingstodo/dena-backpacking.htm,2 Days,Backcountry Camping
Denali,dena,Early Morning Hike to Horseshoe Lake,"Horseshoe Lake is a lovely destination about 2 miles from the Denali Visitor Center. A trail loops around the entire lake, which is occasionally home to moose, beavers and a variety of bird-life. An early-morning visit to the lake is particularly pleasant, though any time of day is great to hike to the lake.",,https://www.nps.gov/thingstodo/denali-horseshoe-lake.htm,2-3 Hours,Front-Country Hiking
Denali,dena,Look for the Northern Lights (Aurora Borealis),"Aurora is like any weather phenomenon, where a forecast is issued each day. Unlike rain, though, aurora viewing can only occur when the far north is dark enough; and forecasts aren't nearly as precise as weather forecasts. Despite these challenges, any dark night in Alaska is a great time to look outside and hope for some signs of the Northern Lights!",Outdoors,https://www.nps.gov/thingstodo/look-for-aurora.htm,,Stargazing
Denali,dena,Walk on a Glacier in the Alaska Range,"The rugged Alaska Range is home to Denali, the highest point in North America. For some visitors, a flight-seeing trip over or around ""the Mountain"" can be one of the most memorable parts of a visit to Alaska. Some companies are also authorized to land on a glacier in the park, letting passengers disembark for a short while.",,https://www.nps.gov/thingstodo/denali-glacier-landing.htm,,Flying
Denali,dena,Dog Mushing in Denali,"Though Denali's dogs are not available for visitor sled rides, there are opportunities for visitors to arrange for day trips or multi-night trips through a privately owned sled dog kennel in the area.",,https://www.nps.gov/thingstodo/denali-dog-mushing.htm,4-72 Hours,Dog Sledding
Dry Tortugas,drto,Viewing Wildlife in Dry Tortugas,Viewing wildlife in Dry Tortugas,,https://www.nps.gov/thingstodo/viewing-wildlife-in-dry-tortugas.htm,,Wildlife Watching
Dry Tortugas,drto,Fishing at Dry Tortugas National Park,Fishing at Dry Tortugas,,https://www.nps.gov/thingstodo/fishing-at-dry-tortugas-national-park.htm,,Fishing
Dry Tortugas,drto,Paddle to Loggerhead Key,Paddle to Loggerhead Key,West Garden Key Dinghy Beach,https://www.nps.gov/thingstodo/paddle-to-loggerhead-key.htm,,Paddling
Dry Tortugas,drto,Snorkel Little Africa,Snorkel Little Africa,Little Africa Patch Reef,https://www.nps.gov/thingstodo/snorkel-little-africa.htm,,Snorkeling
Everglades,ever,Ten Thousand Islands Boat Tour,Experience the natural beauty of Everglades National Park's Ten Thousand Islands with a boat tour on Chokoloskee Bay. ,"Everglades City, Florida",https://www.nps.gov/thingstodo/ten-thousand-island-cruise.htm,2 Hours,Boat Tour
Everglades,ever,Fishing in the Everglades,"One third of Everglades National Park is covered by water, creating excellent boating and fishing opportunities! Snapper, sea trout, redfish, bass, and bluegill are plentiful. Saltwater fishing includes Florida Bay, the Ten Thousand Islands, and elsewhere in the park's coastal zone.",,https://www.nps.gov/thingstodo/fishing-in-the-everglades.htm,,Fishing
Everglades,ever,Shark Valley Tram Tour,"Exploring the Shark Valley area by tram is a great way to see and learn about the wildlife and hisotry of Everglades National Park. Guided two-hour tram tours are offered along a fifteen-mile loop trail into the ""River of Grass"". The open air trams allow for abundant wildlife viewing opportunitys, and stop at the Shark valley Observation tower for a bird's eye view of the sweeping Everglades ecosystem.  Tours depart from the Shark Valley Visitor Center located along U.S. H",,https://www.nps.gov/thingstodo/shark-valley-tram-tour.htm,2 Hours,Guided Tours
Everglades,ever,Biking at Shark Valley,"Explore the everglades by biking the 15-mile (24 km) Shark Valley Tram Road. Along the way you can experience the wide array of wildlife, diverse freshwater ecosystems, and get a unique view of the Everglades!",Shark Valley Tram Road,https://www.nps.gov/thingstodo/biking-at-shark-valley.htm,2-6 Hours,Biking
Everglades,ever,Birding at Flamingo,"Flamingo offers ample birding opportunities along its many trail areas as well as around the visitor center and marina. The mix of mangrove and coastal prairie habitats host a bounty of wading birds, shorebirds and waterbirds throughout the year. Additionally, there is always the chance of seeing tropical marine life close to shore, including crocodiles and manatees.",Flamingo,https://www.nps.gov/thingstodo/birding-at-flamingo.htm,1-4 Hours,Birdwatching
Everglades,ever,Birding Snake Bight Trail,"Snake Bight Trail can be walked any time of year, but is easiest to walk in the winter when mosquitoes are not abundant. This trail offers the opportunity to see birds restricted to coastal habitats, including Reddish Egret. Other species of shorebirds such as Greater Yellowlegs, Black-necked Stilt, Black-bellied Plover and various other sandpipers can also be found. Shorebirds are most easily observed during high tide when water forces birds off mudflats farther out on Flori",Snake Bight Trail,https://www.nps.gov/thingstodo/birding-snake-bight-trail.htm,1-4 Hours,Birdwatching
Everglades,ever,Birding Along the Anhinga Trail,"The Anhinga Trail is a popular place to start your exploration at Everglades National Park, providing a ready sample of wetland wildlife including alligators, turtles, fish, plants, and birds, all along a short, three-quarter mile paved and boardwalk trail.",Anhinga Trail,https://www.nps.gov/thingstodo/birding-along-the-anhinga-trail.htm,1-2 Hours,Birdwatching
