wiki_name,parkCode,campground_name,description,lat,lon,numberOfSitesReservable,reservationInfo,amenities,operatingHours
Glacier,glba,Bartlett Cove Campground,"The National Park Service maintains a free walk-in campground in Bartlett Cove. The campground features bear-proof food caches, a fire-pit and warming shelter (with firewood provided) located in a very scenic setting along the shore, 1/4 mile south of the Bartlett Cove dock. Stays are limited to 14 days",58.4507808879,-135.894400288,33,"No reservations. Campground is first-come, first-served. Campers are required to attend a camper orientation to register for a site.",,"The National Park Service maintains a free walk-in campground in Bartlett Cove, open year-round. The campground features a bear-proof food cache, fire-pit with firewood, and warming shelter located in a very scenic setting along the shoreline, 1/4 mile south of the Bartlett Cove dock. Stays are limited to 14 days.
Please Note: Campsites are available on a first come, first serve basis only. Feel free to contact the Visitor Information Station at (907) 697-2627 about space availability prior to arrival."
Glacier Bay,glba,Bartlett Cove Campground,"The National Park Service maintains a free walk-in campground in Bartlett Cove. The campground features bear-proof food caches, a fire-pit and warming shelter (with firewood provided) located in a very scenic setting along the shore, 1/4 mile south of the Bartlett Cove dock. Stays are limited to 14 days",58.4507808879,-135.894400288,33,"No reservations. Campground is first-come, first-served. Campers are required to attend a camper orientation to register for a site.",,"The National Park Service maintains a free walk-in campground in Bartlett Cove, open year-round. The campground features a bear-proof food cache, fire-pit with firewood, and warming shelter located in a very scenic setting along the shoreline, 1/4 mile south of the Bartlett Cove dock. Stays are limited to 14 days.
Please Note: Campsites are available on a first come, first serve basis only. Feel free to contact the Visitor Information Station at (907) 697-2627 about space availability prior to arrival."
Grand Canyon,grca,Desert View Campground (Reservations Required),"At the East Entrance, Desert View Campground offers a peaceful setting with 49 campsites. 30 feet (9.1 m) combined total length is the maximum length for RVs or vehicles pulling travel trailers. Campsites are available by reservation only at www.recreation.gov and can be made up to 6 months in advance starting Sat. April 12, through the night of Sun. October 12, 2025. Make reservations online or call (877-444-6777). It is possible to make same day call-in and/or online reservations.",36.03893681548488,-111.82260877402581,49,"Campsites for the 2025 season are by reservation only, through www.recreation.gov. Reservations can be made with them online, by clicking the reservation button below, or by phone (877-444-6777). Reservations can be made 6 months in advance for the 2025 season that runs from Saturday, April 12 through Sunday, October 12, 2025, with the campground closing for the season on Monday, October 13, 2025. Due to high demand, Desert View Campground now requires advanced reservations. You may book reservations up to 6 months in advance. Desert View Campground does not hold back any campsites for first-come, first-served camping during peak season and does not have a wait list or call back system. Same Day Reservations can be made online (www.recreation.gov) or by phone (877-444-6777).",,"Campsites are by reservation only at www.recreation.gov. The campground opens Saturday, April 12th, 2025, and the last night to stay is Sunday, October 12, 2025. Reservations can also be made by phone (877-444-6777). 

Due to high demand, Desert View Campground requires advanced reservations. You may book reservations up to 6 months in advance. The campground does not hold back any campsites for first-come, first-served camping and does not have a wait list or call back system."
Grand Canyon,grca,Mather Campground - South Rim,"Mather Campground is located in Grand Canyon Village on the South Rim of Grand Canyon National Park. There are 327 sites. Each includes a campfire ring/cooking grate, picnic table, parking space and room for up to six people, three tents, and two vehicles. There are flush toilets and drinking water throughout the campground. No hookups are available, however there is a free dump station. Most RV spaces are pull-through. Pine loop is a tent-only area where generators are not permitted.",36.04918080776177,-112.11849726539117,327,"From March 1, through November 30 (Peak Season) most campsites are by reservation only through recreation.gov. Mather campground offers 15 first-come, first-served sites that go on sale at 8 am. None of Mather Campground's sites have hook-ups or electricity. Full hook-ups are available at adjacent Trailer Village RV Campground, operated by Delaware North.",,"On the South Rim, campground reservations can be made for NPS Mather Campground, located within busy Grand Canyon Village. (historic district, lodges, shuttle buses, visitor center, train etc.)
There are no RV hook-ups at Mather Campground."
Grand Canyon,grca,North Rim Campground,"Closed for the winter, the North Rim Campground, will be open from May 15 through October 15, 2025. It is located on the North Rim of Grand Canyon National Park in northern Arizona. The canyon's rustic and less populated North Rim is home to abundant wildlife, hiking trails, and unparalleled views of one of the Seven Natural Wonders of the World. The facility is at an elevation of 8,200 ft., with pleasant summer temperatures and frequent afternoon thunderstorms.",36.2086901596,-112.059974378,87,"From May 15, through October 15, 2024, sites are by reservation only through www.recreation.gov. There are no walk-up sites available. The campground office is staffed from May 15th, through October 15th. Campers arriving after-hours will find their campsite assignment posted on the office kiosk located at the campground entrance and they must confirm their reservation by 8 am the next morning. The North Rim Campground will be closed for the winter between October 16, 2024, and May 14, 2025. North Rim roads are closed to all vehicles between December 1st and May 14th, and no visitor services are available. During these winter months backpackers, snowshoers, and cross-country skiers are permitted to use the hiker/biker site in the North Rim Campground —provided a backcountry use permit has been obtained in advance. – Backcountry permits are available through the South Rim Backcountry Information Center. Call 928-638-7875. Note: snowmobiles are not permitted in the park.",,"The campground will be open for the 2024 Season between May 15 and October 15, 2024.

The entrance to the campground is open 24 hours. Campers arriving after the campground office closes will find their campsite assignment posted on the kiosk located at the campground entrance and must confirm their reservation by 8 am the next morning."
Grand Canyon,grca,Trailer Village RV Park - South Rim,"Trailer Village is the only in-park RV campground with full hookups (sewage, water, and electrical with 30 amp and 50 amp sites available) Open year-round, Trailer Village features paved pull-through sites which can accommodate vehicles up to 50 feet long. Trailer Village is operated by Delaware North. Reservations can be made up to 13 months in advance. If visiting during the busy season (May through October) making reservations 1 year in advance is recommend. Visit their website to make reservations.",36.052812,-112.115001,123,Reservations can be made up to 13 months in advance. If visiting during the busy season (May through October) making reservations 1 year in advance is recommended.,,Our Registration Kiosk is currently open from 10 am. - 6 pm. Check-in time: 12 pm. Check-out time: 12 pm. Quiet hours: 10 pm. - 8 am.
Grand Teton,grte,Colter Bay Campground,"This large campground is in a lodgepole pine forest near Colter Bay Village. While not on the shores of Jackson Lake, a short stroll leads to a spectacular view of Mount Moran and the northern Teton Range. Colter Bay Village has many facilities including a visitor center, restaurants, stores, cabins, and marina. Shower and laundry services are available for additional fee. Departing from the nearby Hermitage Point Trailhead, hikers traverse forests and sagebrush meadows enjoying the Teton landscape.",43.9074780503,-110.641378983,324,"Campsites are reservable on Recreation.gov. Plan ahead and reserve your site up to six months in advance. The maximum stay permitted at Colter Bay campground is 14 nights, and the maximum cumulative stay between all Grand Teton National Park campgrounds is 30 nights.",,Summer Season
Grand Teton,grte,Colter Bay RV Park,"This RV Park provides full hookups for campers in the park. It is in a lodgepole pine forest near Colter Bay Village. While not on the shores of Jackson Lake, a short stroll leads to a spectacular view of Mount Moran and the northern Teton Range. Colter Bay Village has many facilities including a visitor center, restaurants, stores, cabins, a marina. Shower and laundry services are available for additional fee.",43.905642,-110.641324,112,"All campsites in the Colter Bay RV Park can be reserved. The maximum stay permitted at Colter Bay RV Park is 14 nights, and the maximum cumulative stay between all Grand Teton National Park campgrounds is 30 nights.",,Summer Season
Grand Teton,grte,Colter Bay Tent Village,"The Colter Bay Tent Village at Colter Bay Village is set amidst towering lodgepole pines just a short, picturesque stroll away from Jackson Lake. The Tent Village includes 66 tent cabins, and is open from mid-May to early-September. As with all campgrounds in the park, the Colter Bay Tent Village is very popular and tends to fill up quickly. Visitors are strongly encouraged to plan and book early.",43.904150265109244,-110.63494741916656,66,Tent Cabins are reservable on Recreation.gov. Plan ahead and reserve your site up to six months in advance.,,Summer Season
Grand Teton,grte,Gros Ventre Campground,"The park's largest campground is in the southeast part of the park, closest to the town of Jackson. Sagebrush and grasses cover the campground as cottonwoods and blue spruce rise above. The Gros Ventre River is a short stroll away. Some sites offer views of the Grand Teton and Blacktail Butte. Wildlife including bison, moose and mule deer frequent the area.",43.6159078257903,-110.665883983664,279,"Campsites are reservable on Recreation.gov. Plan ahead and reserve your site up to six months in advance. The maximum stay permitted at Gros Ventre Campground is 14 nights, and the maximum cumulative stay between all Grand Teton National Park campgrounds is 30 nights.",,Summer Season - the campground fills during the peak season.
Grand Teton,grte,Headwaters Campground,"This campground has facilities for both tent campers and RVs. Located within the John D. Rockefeller, Jr. Memorial Parkway, Flagg Ranch is only two miles south of Yellowstone and five miles north of Grand Teton. Wilderness surrounds the Headwaters development. The upper reaches of the Snake River flow through meadows mixed with open conifer forest. The campground offers 34 tent sites, 97 full-hookup and pull-through RV sites, and 40 Camper Cabins.",44.10589806,-110.671020216,171,"All campsites in the Headwaters Campground can be reserved. The maximum stay permitted at Headwaters Campground is 14 nights, and the maximum cumulative stay between all Grand Teton National Park campgrounds is 30 nights.",,Summer Season
Grand Teton,grte,Jenny Lake Campground,"This small campground is a few hundred yards from the east shore of Jenny Lake. The campground straddles a glacial moraine covered with an open forest of lodgepole pine, subalpine fir and Douglas fir. Across the lake, Teewinot Mountain, Cascade Canyon and Mount St. John dominate the landscape. No trailers, campers, or generators are allowed. Vehicles cannot be over 8 feet high or 14 feet long. Maximum per site is two tents, one vehicle, and six guests for up to 7 nights.",43.7552631987,-110.719393468,61,"Campsites are reservable on Recreation.gov. Plan ahead and reserve your site up to six months in advance. The maximum stay permitted at Jenny Lake Campground is seven nights, and the maximum cumulative stay between all Grand Teton National Park campgrounds is 30 nights.",,Summer Season - campground usually fills before 9 am during the peak season
Grand Teton,grte,Lizard Creek Campground,"This rustic campground is in a remote part of Grand Teton National Park. The campground is 11 miles south of Yellowstone and eight miles north of Colter Bay Village providing easy access to both parks. The campsites are in a spruce and fir forest on the shores of Jackson Lake. One mile across the lake is the northern portion of the Teton Range including Webb Canyon, Owl and Ranger peaks. Looking south, the expanse of the Teton Range towers over Jackson Lake.",44.0034692521,-110.688659309,60,Campsites are reservable on Recreation.gov. Plan ahead and reserve your site up to six months in advance.,,Summer Season
Grand Teton,grte,Signal Mountain Campground,"This campground is in an open lodgepole pine forest near the Signal Mountain Lodge. Some sites lie just above Jackson Lake, and other sites are a short walk from the lake. Enjoy spectacular views of Mount Moran and the northern Teton Range. The campground accepts both tents and smaller RVs (up to 30 feet total length). The developed area offers a wide variety of services and amenities including lodging, restaurants, showers, laundry, and marina. Maximum stay is 14 nights.",43.8414780511,-110.613486984,81,Campsites are reservable on Recreation.gov. Plan ahead and reserve your site up to six months in advance.,,Summer Season - the campground often fills before noon during peak season.
Great Basin,grba,Baker Creek Campground,"Baker Creek Campground contains 37 campsites. All sites are available, when the campground is open (seasons permitting), on a first-come-first-served basis. Potable water is not available.",38.98573,-114.24331,37,Campsites are First-Come-First-Served,,Baker Creek Campground is open from Memorial Day - Labor Day (weather permitting)
Great Basin,grba,Dump Station,No overnight camping allowed. Dump Station is for dumping garbage and RV sewage.,39.006544,-114.215989,0,,,The Dump Station is open seasonally.
Great Basin,grba,Grey Cliffs Campground,"For visitors to Great Basin National Park, Grey Cliffs Campground is an ideal place to setup and start exploring. Experience the solitude of the desert, the smell of sagebrush after a thunderstorm, the darkest of night skies, and the beauty of Lehman Caves.",38.99115,-114.219121,16,"Loop C of Grey Cliffs (two group sites and one individual site) are available for reservation. Loop A is first-come, first-served and Loop B is closed. May 24 - September 30, 2024 is the period during which sites are reservable. Can reserve up to 30 days in advance.",,Grey Cliff Group Campground is open Memorial Day - Labor Day (weather permitting)
Great Basin,grba,Lower Lehman Creek Campground,"Among the lush green vegetation which hugs Lehman Creek, you'll secure your tent or park your RV within earshot of clear mountain water which has tumbled 3000 vertical feet from the lakes and snowfields of the high Snake Range. Naturally landscaped with red-barked water birch, aspen and white fir a stroll through this sky island ecosystem provides for great bird-watching or a cooling dip in the stream while placing you just minutes from spectacular Lehman Caves.",39.01654553866326,-114.23962772713128,9,Lower Lehman Creek Campground reservable up to 4 days in advance from 03/01/2025 - 05/25/2025. Reservations can be made same day as well.,,Lower Lehman Creek Campground is open year-round.
Great Basin,grba,Snake Creek Primitive Campgrounds,"Make yourself at home in the Snake Creek Campsites along the Snake Creek River, located on the south-eastern side of the park. These sites are nestled among Aspen groves and at the base of impressive limestone cliffs. Sites to choose from include, Monkey Rock, Squirrel Springs, Pinnacles, Eagle Peak. The Shoshone and Johnson Lake trail sites are a short 0.5 mile hike from the parking lot at the end of the Snake Creek Road.",38.925381,-114.251512,12,Campsites are First-Come-First-Served,,"Snake Creek Primitive Campsites are open seasonally, May through October (weather permitting)."
Great Basin,grba,Upper Lehman Creek Campground,"Whether you prefer the rich smell of summer mahogany riding air currents blended with the vanilla of ponderosa pine, or the sound of a clear mountain stream babbling beneath a symphony of swaying white fir, you won't regret your stay at Upper Lehman Creek Campground. At 7500 feet in elevation and 3 miles up the Wheeler Peak Scenic Drive a stay at Upper Lehman Creek is just a brief cruise from high alpine trails that will take you into the heart of the Snake Range.",39.0130609918,-114.248622625,23,"Reservable from April 18th, 2025 - September 30th, 2025. Reservations open up 30 days in advance.",,Upper Lehman Creek Campground is open typically from June through October. This campground closes seasonally after the first snow of the year.
Great Basin,grba,Wheeler Peak Campground,"Located at 9,886 feet above sea level, Wheeler Peak Campground is the highest-elevation campground in the entire National Park System. Nestled in aspen groves in the shadow of Wheeler Peak, this campground is a perfect base camp for exploring the park's alpine region - where camping is otherwise prohibited. Prepare for dynamic weather and cold temperatures even during the summer. Potable water is not available.",39.01067813405186,-114.30272141766613,37,"Wheeler Peak Campground is currently open for first-come, first-served camping. Typically sites are reservable from early July until late September. Sites are reservable up to 30 days in advance.",,Wheeler Peak Campground will be open for a limited season in 2024 due to construction.
Great Sand Dunes,grsa,Backpacking Campsites in the Dunes or Forest,"The most popular and unique backpacking option is camping in the 30-square-mile dunefield, beyond the major dune ridgeline (about 1.5 mile hike minimum over dunes). Enjoy wide open views of the starry sky or a bright moonlit night. Designated sites are also available in the trees of the foothills, or camping is available in higher forests of Great Sand Dunes National Preserve. Reserve national park backpacking permits for the dunes or foothills through recreation.gov",37.77724,-105.535601,27,Reserve national park backpacking permits through recreation.gov in advance up to the first day of your trip. Camping in the national preserve requires a free permit from the visitor center only if you are starting your trip in the national park.,,
Great Sand Dunes,grsa,Medano Pass Primitive Road Campsites,"Roadside camping is permitted at 21 campsites in Great Sand Dunes National Preserve beginning 5.2 miles from where the road begins near Piñon Flats Campground. These designated sites are free of charge and first-come, first-served. All 21 sites fill on summer weekends. Passable only in the warmer months and only with high-clearance 4-wheel drive vehicles. This road crosses areas of deep sand, traverses Medano Creek nine times, and passes through excellent habitat for bighorn sheep.",37.803519,-105.495654,21,"No reservations - sites are first-come, first-served",,
Great Sand Dunes,grsa,Piñon Flats Campground,"Piñon Flats is a National Park Service campground located one mile north of the Visitor Center, open April through October. All sites are by reservation on recreation.gov. Individual sites can be reserved up to 6 months in advance, and group sites can be reserved up to 1 year in advance.",37.744936856,-105.504703076,91,All sites are by reservation only through recreation.gov 1-877-444-6777,,"Open April through October, closed November through March."
Great Smoky Mountains,grsm,Abrams Creek Campground,"Abrams Creek Campground is located beside beautiful Abrams Creek in a remote and secluded setting. With an elevation of 1,125 feet (343 m), the climate is moderate, characterized by mild winters and hot, humid summers. Flush toilets and drinking water are available. No hookups or showers are available at the campground.",35.610746646455034,-83.93318327381866,16,Campsite reservations are required and may be made up to six months in advance.,,Abrams Creek Campground closes seasonally. See exceptions for exact dates of operation.
Great Smoky Mountains,grsm,Balsam Mountain Campground,"Balsam Mountain Campground is surrounded by mountain ranges and streams. With an elevation of 5,310 feet (1,618 m), summer daytime temperatures rarely exceed 70°F (~21°C) and lows may dip to 50°F (10°C). RV and tent sites plus flush toilets and drinking water are available. No hookups or showers are available at the campground and the restrooms do not have lights.",35.565436246152935,-83.17429877301834,43,Campsite reservations are required and may be made up to six months in advance.,,Balsam Mountain Campground closes seasonally. See exceptions for exact dates of operation.
Great Smoky Mountains,grsm,Big Creek Campground,"Big Creek Campground is located beside the beautiful Big Creek in a remote and secluded setting. With an elevation of 1,700 feet (518 m), the climate is moderate, characterized by mild winters and hot, humid summers. Tent-only camping, flush toilets, and drinking water available. No hookups or showers are available at the campground.",35.75007764596001,-83.11138107325087,12,Campsite reservations are required and may be made up to six months in advance.,,Big Creek Campground closes seasonally. See exceptions for exact dates of operation.
Great Smoky Mountains,grsm,Cades Cove Campground,"Cades Cove Campground—open year-round—combines the feel of primitive camping with the modern convenience of flush toilets and drinking water. With an elevation of 1,807 feet (551 m), the climate is moderate, characterized by mild winters and hot, humid summers. No hookups or showers. America the Beautiful passes (not accepted in lieu of the parking tag for parking outside your campsite) are sold at the campground ranger station in summer & fall or online through the USGS store.",35.60272464729015,-83.77629277355186,161,Campsite reservations are required and may be made up to six months in advance.,,"Cades Cove Campground is open year-round. Loop B and parts of Loop C are open from mid-spring through Nov. 30. During the winter, only sites C1-12 and C26-61 are open (reservations required)."
Great Smoky Mountains,grsm,Cades Cove Group Campground,Cades Cove combines the feel of primitive camping with the modern convenience of flush toilets and drinking water. A camp store provides visitors with basic necessities and bike rentals. Events like interpretive programs in the nearby amphitheater and bicycle-only days on the Cades Cove Loop Road provide visitors with a fun and unique experience.,35.6038916465,-83.7713098744,3,Campsite reservations are required and may be made up to twelve months in advance.,,Open mid-March through October 31st.
Great Smoky Mountains,grsm,Cataloochee Campground,"Cataloochee Campground is located in the historic Cataloochee Valley surrounded by mountain ranges and pristine streams. With an elevation of 2,610 feet (796 m), it is characterized by mild winters and hot, humid summers. It offers traditional camping with the convenience of flush toilets and drinking water. No hookups or showers are available in the campground.",35.63118594559614,-83.08554127305501,27,Campsite reservations are required and may be made up to six months in advance.,,Cataloochee Campground closes seasonally. See exceptions for exact dates of operation.
Great Smoky Mountains,grsm,Cosby Campground,"Cosby Campground is tucked in the mountains under a canopy of shade. With an elevation of 2,459 feet (750 m), Cosby provides a moderate climate, characterized by mild winters and hot, humid summers. Campsites for both tents and RVs, flush toilets, and drinking water are available. No hookups or showers are available at the campground.",35.754544846079504,-83.20925027317588,157,Campsite reservations are required and may be made up to six months in advance.,,Cosby Campground closes seasonally. See exceptions for exact dates of operation.
Great Smoky Mountains,grsm,Deep Creek Campground,"Deep Creek Campground is located next to one of the park's most popular creeks. With an elevation of 1,800 feet (549 m), the climate is characterized by mild winters and hot, humid summers. Whether blanketed in bright spring wildflowers or vivid fall colors, the scenery at Deep Creek never disappoints. Hookups and showers are not provided, but flush toilets and drinking water are available.",35.46031234614841,-83.43466297423288,92,Campsite reservations are required and may be made up to six months in advance.,,Deep Creek Campground closes seasonally. See exceptions for exact dates of operation.
Great Smoky Mountains,grsm,Elkmont Campground,"Elkmont Campground—open March 14–November 30, 2025—is the closest family campground to Sugarlands Visitor Center in the North District of the park. At 2,150 feet (655 m), winters are mild and summers are hot and humid. Tent and RV campsites, flush toilets, and drinking water are available. No hookups or showers. America the Beautiful passes (not accepted in lieu of the parking tag for parking outside your campsite) are sold at the campground ranger station in summer & fall or online through the USGS store.",35.65875714573239,-83.58274047425141,211,Campsite reservations are required and may be made up to six months in advance.,,Elkmont Campground closes seasonally. See exceptions for exact dates of operation.
Great Smoky Mountains,grsm,Elkmont Group Campground,These sites offers an ideal setting for group camping excursions and outdoor enthusiasts of all kinds.,35.659675846,-83.586381874,4,Campsite reservations are required and may be made up to twelve months in advance.,,Open late April until October 31st.   Reservations required.
Great Smoky Mountains,grsm,Look Rock Campground,"Look Rock Campground is located along the beautiful Foothills Parkway West between Walland, Tennessee and Chilhowee Lake. With an elevation of 2,600 feet (792 m), the climate is characterized by mild winters and hot, humid summers. Flush toilets and drinking water are available. Ten of the sites offer electric and water hookups. No shower facilities are located in the campground.",35.636904746705035,-83.93614247438319,68,Campsite reservations are required and may be made up to six months in advance.,,Look Rock Campground closes seasonally. See exceptions for exact dates of operation.
Great Smoky Mountains,grsm,Smokemont Campground,"Smokemont Campground—open year-round—is the closest family campground to Oconaluftee Visitor Center in the South District of the park. At 2,198 feet (670 m), winters are mild and summers are hot and humid. Tent and RV campsites, flush toilets, and drinking water are available. No hookups or showers. America the Beautiful passes (not accepted in lieu of the parking tag for parking outside your campsite) are sold at the campground ranger station in summer & fall or online through the USGS store.",35.5564500463,-83.3116254729,142,Campsite reservations are required and may be made up to six months in advance.,,Loops A and B of Smokemont Campground are open year-round. Loop C is open March through the end of October. Loops D and F are open mid-May through the end of October. The dump station is open year-round.
Great Smoky Mountains,grsm,Smokemont Group Campground,"Smokemont Group Campground—open May 9–October 31, 2025—is the closest family campground to Oconaluftee Visitor Center in the South District of the park. At 2,198 feet (670 m), winters are mild and summers are hot and humid. Tent and RV campsites, flush toilets, and drinking water are available. No hookups or showers. America the Beautiful passes (not accepted in lieu of the parking tag for parking outside your campsite) are sold at the campground ranger station in summer & fall or online at the USGS store.",35.55980784547675,-83.31280157329286,3,Campsite reservations are required and may be made up to twelve months in advance.,,Campground closes seasonally. See below for exact dates of operation.
Guadalupe Mountains,gumo,Blue Ridge Wilderness Campground,"A Wilderness Use Permit is required for all use of these campsites. Blue Ridge Campground is surrounded by ponderosa pine and Douglas fir; wild roses and grassy areas are nearby - a beautiful location and very remote. The distance from Pine Springs Trailhead: via the Tejas & Blue Ridge Trails is 7.8 miles, via the Tejas, Bush Mountain & Blue Ridge Trails is 8.9 miles.",31.9482587279,-104.871748209,5,A Wilderness Use Permit is required for use of any wilderness camping and can be obtained up to one day in advance of your trip. Advanced reservations for Wilderness Use Permits are available through the recreation.gov service.,,"Wilderness Campgrounds may close due to emergency, maintenance work, or resource protection concerns. All wilderness campgrounds require a Wilderness Use Permit to stay overnight, and all campers must use the tent pads."
Guadalupe Mountains,gumo,Bush Mountain Wilderness Campground,"A Wilderness Use Permit is required for all use of these campsites. A favorite of many for the exceptional vistas and western sunsets. Though the campsites at Bush Mountain are semi-protected from high winds, backpackers will find hiking on the exposed trails to reach the campground difficult during periods of high wind activity. Bush Mountain Campground is 6.2 miles from Pine Springs Trailhead via the Tejas and Bush Mountain Trails. Five designated campsites are defined by tent pads.",31.9264160206,-104.876685436,5,A Wilderness Use Permit is required for use of any wilderness camping and can be obtained up to one day in advance of your trip. Advanced reservations for Wilderness Use Permits are available through the recreation.gov service.,,"Wilderness Campgrounds may close due to emergency, maintenance work, or resource protection concerns. All wilderness campgrounds require a Wilderness Use Permit to stay overnight, and all campers must use the tent pads."
Guadalupe Mountains,gumo,Dog Canyon Campground,"Dog Canyon is a two-hour drive from the Pine Springs area. The Dog Canyon Campground sits at 6,300 feet in elevation and has 9 tent and 4 RV sites. There is one group site at Dog Canyon that can be reserved for a group of 10-20 individuals. Campground amenities include drinking water and flush toilets (there are NO hookups, dump stations or showers). Only cooking stoves are permitted; charcoal, wood fires, and propane firepits are not permitted.",31.9948983481,-104.832847248,15,"All campsites in the Dog Canyon Campground are reservable through recreation.gov. Individual campsite cost will be $20 per night, per site; $10.00 for Senior and Access passholders; there is no discount for Annual, Annual Military, Annual 4th grade, Volunteer or Guadalupe Mountains National Park passholders. There is one group site that can accommodate groups with 10-20 individuals, reservable up to six months in advance.",,"The Dog Canyon Campground is open year round, 24 hours a day."
Guadalupe Mountains,gumo,Frijole Horse Corral Campground,"The Frijole Horse Corral Group Campsite is the only facility for horse users on the east side of the park. The visitor horse corrals and campsites may be reserved up to six months in advance of the visit. This camping area is immediately adjacent Highway 62/180 on the Frijole Ranch access road. Due to proximity to both the highway and the access road, this site has little privacy and is subject to road noise. The Frijole Horse Corral has a capacity of 10 animals.",31.8995224439952,-104.799849430182,1,The visitor horse corral and campsite at Frijole Horse Corral Campground can be reserved up to six months in advance of the visit.,,The horse campsite is a reservation only facility.
Guadalupe Mountains,gumo,Guadalupe Peak Wilderness Campground,"A Wilderness Use Permit is required for all use of these campsites. This primitive campground is located on the Guadalupe Peak Trail, 3.1 miles from the Pine Springs Trailhead, and 1 mile below the Peak. The elevation gain from the trailhead to the campsites is 2,200 feet. The campground is on a small knoll and only minimally protected from high winds. Five designated campsites are defined by tent pads. These sites are exposed and high winds are common.",31.8934963936164,-104.851581112569,5,A Wilderness Use Permit is required for use of any wilderness camping and can be obtained up to one day in advance of your trip. Advanced reservations for Wilderness Use Permits are available through the recreation.gov service.,,"Wilderness Campgrounds may close due to emergency, maintenance work, or resource protection concerns. All wilderness campgrounds require a Wilderness Use Permit to stay overnight, and all campers must use the tent pads."
Guadalupe Mountains,gumo,Marcus Wilderness Campground,"A Wilderness Use Permit is required for all use of these campsites. From Dog Canyon, hikers travel through grassy areas then cross Manzanita Ridge to view West Dog Canyon before descending to an elevation equivalent to the starting point. Not frequently used; pay attention to the trail and rock cairns marking the way. The campground is in pinion and juniper, shaded and protected from the wind. The distance from Dog Canyon is 3.7 miles.",31.9811711479,-104.876854149,5,A Wilderness Use Permit is required for use of any wilderness camping and can be obtained up to one day in advance of your trip. Advanced reservations for Wilderness Use Permits are available through the recreation.gov service.,,"Wilderness Campgrounds may close due to emergency, maintenance work, or resource protection concerns. All wilderness campgrounds require a Wilderness Use Permit to stay overnight, and all campers must use the tent pads."
Guadalupe Mountains,gumo,McKittrick Ridge Wilderness Campground,"A Wilderness Use Permit is required for all use of these campsites. Travel through the beautiful McKittrick Canyon before beginning the very steep climb up to the ridge. From McKittrick Canyon Trailhead, the distance is 7.6 miles, with the elevation gain (significant for quite some distance) of over 2,700 feet. If you'd like to visit this beautiful ridge without quite the workout, begin instead at Dog Canyon.",31.974347733,-104.808226914,8,A Wilderness Use Permit is required for use of any wilderness camping and can be obtained up to one day in advance of your trip. Advanced reservations for Wilderness Use Permits are available through the recreation.gov service.,,"Wilderness Campgrounds may close due to emergency, maintenance work, or resource protection concerns. All wilderness campgrounds require a Wilderness Use Permit to stay overnight, and all campers must use the tent pads."
Guadalupe Mountains,gumo,Mescalero Wilderness Campground,"A Wilderness Use Permit is required for all use of these campsites. This campground is near several trails leading in different directions, making it an excellent choice for a ""base camp"" while exploring the high country. (Listen for wild turkeys off in the distance.) Mescalero is situated in ponderosa pine and brush, and is on a slope overlooking a small drainage. Located on the Tejas Trail, Mescalero is 6.2 miles from Pine Springs Trailhead or 4.7 miles from Dog Canyon.",31.9526879019085,-104.847984983904,8,A Wilderness Use Permit is required for use of any wilderness camping and can be obtained up to one day in advance of your trip. Advanced reservations for Wilderness Use Permits are available through the recreation.gov service.,,"Wilderness Campgrounds may close due to emergency, maintenance work, or resource protection concerns. All wilderness campgrounds require a Wilderness Use Permit to stay overnight, and all campers must use the tent pads."
Guadalupe Mountains,gumo,Pine Springs Campground,"The Pine Springs Campground has 20 tent and 13 RV sites available. All campsites are reservable through recreation.gov. Individual campsite cost is $20 per night, per site. There are 2 group sites for groups of 10-20 people. Campground amenities include drinking water and toilets (NO hookups, dump stations or showers). Only cooking stoves are permitted; charcoal, wood fires, and propane firepits are prohibited.",31.8952617305,-104.826340692,35,"All campsites in the Pine Springs Campground are reservable through recreation.gov. Individual campsite cost is $20 per night, per site; $10 for Senior and Access passholders; there is no discount for Annual, Annual Military, Military Veteran, Annual 4th grade, Volunteer or Guadalupe Mountains National Park passholders. There are two group sites that can accommodate groups with 10-20 individuals, reservable up to six months in advance.",,"The Pine Springs Campground is open year round, 24 hours a day."
Guadalupe Mountains,gumo,Pine Top Wilderness Campground,"A Wilderness Use Permit is required for all use of these campsites. Pine Top is the backcountry campground in closest proximity to the Bowl and offers excellent views of the park's highest peaks. Pine Top is an excellent choice for a single night backpack trip. It is 3.9 miles from Pine Springs Trailhead via the Tejas and Bush Mountain Trails. Elevation gain is 2,300 feet. Though secluded in trees, Pine Top is susceptible to high winds & lightning. Eight designated campsites are defined by tent pads.",31.9185398240834,-104.845801986861,8,A Wilderness Use Permit is required for use of any wilderness camping and can be obtained up to one day in advance of your trip. Advanced reservations for Wilderness Use Permits are available through the recreation.gov service.,,"Wilderness Campgrounds may close due to emergency, maintenance work, or resource protection concerns. All wilderness campgrounds require a Wilderness Use Permit to stay overnight, and all campers must use the tent pads."
