wiki_name,parkCode,name,lat,lon,description,directionsInfo,directionsUrl,url,monday,tuesday,wednesday,thursday,friday,saturday,sunday
Death Valley,deva,Stovepipe Wells Ranger Station,36.60797785739216,-117.14451969526942,"Stovepipe Wells Ranger Station offers a location to talk to a ranger and pay the park's entrance fee. Note: this is a contact station, not a full visitor center. The hours listed below can change and are dependent on staffing level. Please call: (760) 786-3200 for today's hours.",,,,10:00AM - 4:00PM,10:00AM - 4:00PM,10:00AM - 4:00PM,10:00AM - 4:00PM,10:00AM - 4:00PM,10:00AM - 4:00PM,10:00AM - 4:00PM
Denali,dena,Denali Bus Depot,63.736536,-148.897484,"This summer facility is operated by our concessionaire rather than by the National Park Service. It is the primary place to buy bus tickets, arrange for stays in park campgrounds, or to check in for an existing reservation. Coffee and grab-and-go food is also available for purchase. Only credit cards are accepted here.",,,http://www.nps.gov/dena/planyourvisit/wildernessaccesscenter.htm,5:00AM - 7:00PM,5:00AM - 7:00PM,5:00AM - 7:00PM,5:00AM - 7:00PM,5:00AM - 7:00PM,5:00AM - 7:00PM,5:00AM - 7:00PM
Denali,dena,Denali Visitor Center,63.730911668111766,-148.91712815669547,"Open in summer only, this is the main visitor center near the park entrance. During the summer, you can explore exhibits, watch the park film, pay the park entrance fee, and talk with a ranger. In fall, winter, and spring, the Murie Science and Learning Center (MSLC) acts as the park's Winter Visitor Center.","Upon arriving in Denali, travel 1.5 miles down the road until you see signs for the Denali Visitor Center.",http://www.nps.gov/dena/planyourvisit/directions.htm,http://www.nps.gov/dena/planyourvisit/the-denali-visitor-center.htm,9:00AM - 5:30PM,9:00AM - 5:30PM,9:00AM - 5:30PM,9:00AM - 5:30PM,9:00AM - 5:30PM,9:00AM - 5:30PM,9:00AM - 5:30PM
Denali,dena,Eielson Visitor Center,63.4308012282,-150.311667992,"The Eielson Visitor Center is located at Mile 66 of the Denali Park Road. Due to the ongoing Pretty Rocks landslide and the closure of the park road at Mile 42, Eielson is currently closed.","Eielson is located at Mile 66 of the Denali Park Road, and as such can only be accessed by visitors on certain buses, or visitors who are hiking / biking the road.",http://www.nps.gov/dena/planyourvisit/directions.htm,http://www.nps.gov/dena/planyourvisit/the-eielson-visitor-center.htm,Closed,Closed,Closed,Closed,Closed,Closed,Closed
Denali,dena,Indoor Picnic Area,63.7335511,-148.917693019,"A heated building, called the Indoor Picnic Area, is located next door to the Murie Science and Learning Center. Open in winter only, mid-October to mid-April. Restrooms and a water bottle filling station are available. Food service is not provided, so bring your own food to eat.","Turn off Highway 3 onto the Denali Park Road and drive 1.4 miles til you see signs for the Murie Science & Learning Center. Park at the Murie Center, and walk past it to the Indoor Picnic Area.",,,9:30AM - 5:00PM,9:30AM - 5:00PM,9:30AM - 5:00PM,9:30AM - 5:00PM,9:30AM - 5:00PM,9:30AM - 5:00PM,9:30AM - 5:00PM
Denali,dena,Murie Science and Learning Center,63.7335528488,-148.917718027,"The Murie Science and Learning Center (MSLC) is located at Mile 1.3 of the Denali Park Road at the entrance of Denali National Park and Preserve. In winter, the MSLC is Denali’s Winter Visitor Center. The MSLC is closed to the public in summer, when it serves as an operations base for registration-based educational programs. A 24-hour Automated Fee Machine is located outside the building. You can purchase the park entrance fee and Denali Annual Pass here by credit card only.","After entering the park, travel 1.4 miles and look for signs to the Murie Science and Learning Center.",http://www.nps.gov/dena/planyourvisit/directions.htm,http://www.nps.gov/rlc/murie/index.htm,9:30AM - 5:00PM,9:30AM - 5:00PM,9:30AM - 5:00PM,9:30AM - 5:00PM,9:30AM - 5:00PM,9:30AM - 5:00PM,9:30AM - 5:00PM
Denali,dena,Walter Harper Talkeetna Ranger Station,62.32249371228558,-150.11714372223622,"Located in the town of Talkeetna, about 100 miles south of the entrance to Denali National Park and Preserve, this ranger station serves as the center of mountaineering operations. Climbers wishing to attempt Mount McKinley or other peaks in the Alaska Range stop here first, for an orientation to the mountain and to acquire their climbing permit. This ranger station also offers some visitor services, particularly in summer. It is open year-round.",The Talkeetna Spur Road is at Mile 100 on Highway 3. Drive down the Talkeetna Spur Road its full 15 mile length to the town of Talkeetna and look for the visitor center on B street.,,https://www.nps.gov/dena/planyourvisit/walter-haper-trs.htm,9:00AM - 4:00PM,9:00AM - 4:00PM,9:00AM - 4:00PM,9:00AM - 4:00PM,9:00AM - 4:00PM,9:00AM - 4:00PM,9:00AM - 4:00PM
Dry Tortugas,drto,Florida Keys Eco-Discovery Center,24.550749999,-81.8065777197,"Temporarily closed due to Covid-19. Enter Florida Keys Eco-Discovery Center and take a journey into the world of the native plants and animals of the Keys, both on land and underwater. Leave with an increased awareness and appreciation of the need to protect and conserve ecosystems of South Florida. The Center features over 6,000 square feet of interactive and dynamic exhibits including a mock-up of Aquarius, the world's only underwater ocean laboratory.",Arriving from the north: Take US 1 South Turn right on North Roosevelt Boulevard Continue on Roosevelt; it will turn into Truman Avenue Take a right on Whitehead Street Take a left on Southard Street Go straight until you see the Center on the right,http://floridakeys.noaa.gov/ecodiscovery/visit.html,http://floridakeys.noaa.gov/eco_discovery.html,Closed,9:00AM - 4:00PM,9:00AM - 4:00PM,9:00AM - 4:00PM,9:00AM - 4:00PM,9:00AM - 4:00PM,Closed
Dry Tortugas,drto,Garden Key Visitor Center,24.6278963565,-82.8726460834,"Garden Key Visitor Center is located inside Fort Jefferson. At the visitor center you will find artifacts, an informational movie, the bookstore, and souvenirs.","The visitor center is inside Fort Jefferson. Once you enter the fort, it will be to your right.",https://www.nps.gov/drto/planyourvisit/directions.htm,https://www.nps.gov/drto/planyourvisit/garden-key.htm,8:30AM - 4:30PM,8:30AM - 4:30PM,8:30AM - 4:30PM,8:30AM - 4:30PM,8:30AM - 4:30PM,8:30AM - 4:30PM,8:30AM - 4:30PM
Everglades,ever,Ernest F. Coe Visitor Center,25.39531233008781,-80.58310645939491,"The Ernest F. Coe Visitor Center is the visitor center closest to Homestead for Everglades National Park. It is open 365 days a year and offers educational displays, orientation films, and informational brochures. Park Rangers are available to help plan your trip. There is a giftshop that sells souvenirs and snacks. In the summer time it is open 9AM - 5PM and in the winter it is open 8AM - 5PM.","Visitors coming from the Miami area and points north should take the Florida Turnpike (Route 821) south until it ends merging with U.S. 1 at Florida City. Turn right at the first traffic light onto Palm Drive (State Road 9336/SW 344th St.) and follow the signs to the park. Visitors driving north from the Florida Keys should turn left on Palm Drive in Florida City and follow the signs to the park. Approximate GPS coordinates: 25°23'42.97"" N 80°34""59.36"" W",http://www.nps.gov/ever/planyourvisit/coedirections.htm,http://www.nps.gov/ever/planyourvisit/coedirections.htm,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM
Everglades,ever,Gulf Coast Visitor Center,25.84575705435475,-81.38594065548347,"The Gulf Coast Visitor Center and canoe/kayak launch are currently closed due to construction. Gulf Coast Rangers can be found in the Everglades Adventures Visitor Center located at 611 Collier Ave, Everglades City, FL 34139. Hours: 9:00am - 4:00pm daily. For more information about ranger-guided programs, alternate kayak launch sites, and other questions, call 786-758-0635.","The Gulf Coast Visitor Center is located 5 miles south of Highway 41 (Tamiami Trail) on State Road 29, in Everglades City. From Interstate 75 (Alligator Alley), take exit 80 (State Road 29) south and proceed 20 miles to Everglades City. Once in Everglades City, follow the signs to the park. The visitor center is on the right. Approximate GPS coordinates: 25°50'49.03"" N 81°23'06.85"" W",http://www.nps.gov/ever/planyourvisit/gcdirections.htm,http://www.nps.gov/ever/planyourvisit/gcdirections.htm,Closed,Closed,Closed,Closed,Closed,Closed,Closed
Everglades,ever,Guy Bradley Visitor Center (at Flamingo),25.140881158121363,-80.92410195274584,"The Guy Bradley Visitor Center is open year-round and features educational displays, informational brochures, a bookstore and more. Campground facilities, a public boat ramp, marina store, a fish cleaning station, and hiking and canoeing trails are located near the visitor center.","Visitors coming from the Miami area and points north should take the Florida Turnpike (Route 821) south until it ends, merging with U.S. 1 at Florida City. Turn right at the first traffic light onto Palm Dr. (SR 9336/SW 344th St.) and follow the signs to the park. From the Florida Keys, drive north and turn left on Palm Drive in Florida City and follow the signs to the park. The visitor center lies roughly 38 miles (1 hour) south of the park main entrance. GPS Coordinates: 25°08'28.96"" N 80°55'25.73"" W",https://www.nps.gov/ever/planyourvisit/gbvc.htm,https://www.nps.gov/ever/planyourvisit/gbvc.htm,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM
Everglades,ever,Shark Valley Visitor Center,25.7569618889,-80.7653506531,"Shark Valley Visitor Center provides the gateway to a panoramic 15-mile loop trail and observation tower. Open year-round, 9 a.m. to 5 p.m. the visitor center also hosts exhibits, park film, and association bookstore, alongside the Shark Valley Tram Tour concessionaire. The GPS address for the visitor center is; 36000 SW 8th Street, Miami, FL 33194.","From Miami, Shark Valley Visitor Center is located on Highway 41 (Tamiami Trail / SW 8th St.) 25 miles west of the Florida Turnpike, exit 25A (from the north) and exit 25 (from the south). From the Naples area, take U.S. 41 (Tamiami Trail) approximately 70 miles east to Shark Valley. Approximate GPS Coordinates: 25°45'27.60"" N 80°46'01.01"" W",http://www.nps.gov/ever/planyourvisit/svdirections.htm,http://www.nps.gov/ever/planyourvisit/svdirections.htm,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM
Gates of the Arctic,gaar,Anaktuvuk Pass Ranger Station,68.1422071158,-151.73701345,"The Anaktuvuk Pass Ranger Station is staffed during the summer season from April through September, typically Monday-Friday, 9-5:30. Here you can learn about the park, and gain advice on hiking routes in the area. Bear Resistant Food Containers are available to borrow as well. Outside display is open year-round.","The Anaktuvuk Pass Ranger Station is located in the center of the village, on Main Street.",,https://www.nps.gov/gaar/planyourvisit/anaktuvuk.htm,9:00AM - 5:30PM,9:00AM - 5:30PM,9:00AM - 5:30PM,9:00AM - 5:30PM,9:00AM - 5:30PM,Closed,Closed
Gates of the Arctic,gaar,Arctic Interagency Visitor Center,67.252732,-150.186946,"Multi-agency visitor center located on the Dalton Highway in Coldfoot, Alaska","West side of Dalton Highway, opposite of Coldfoot Camp",,https://www.nps.gov/gaar/planyourvisit/coldfoot.htm,12:00PM - 8:00PM,12:00PM - 8:00PM,12:00PM - 8:00PM,12:00PM - 8:00PM,12:00PM - 8:00PM,12:00PM - 8:00PM,12:00PM - 8:00PM
Gates of the Arctic,gaar,Bettles Ranger Station and Visitor Center,66.91921,-151.514073,"The Bettles Ranger Station is situated outside of the boundaries of Gates of the Arctic National Park & Preserve, in Bettles, Alaska. This small ranger station and visitor center has exhibits, park-related films, interpretive programs, and trip-planning tools.",Across Airport Road from the Bettles airport,,https://www.nps.gov/gaar/planyourvisit/bettles.htm,Closed,Closed,Closed,Closed,Closed,Closed,Closed
Gates of the Arctic,gaar,Fairbanks Alaska Public Lands Information Center,64.846092,-147.712711,"Explore world-class exhibits, watch a free informative movie, and receive assistance on your trip planning needs while at the Alaska Public Lands Information Center, located inside of the Morris Thompson Cultural & Visitors Center in Fairbanks, Alaska.","Located in downtown Fairbanks, on the corner of Wendell and Dunkel Streets",,https://www.alaskacenters.gov/visitors-centers/fairbanks,8:00AM - 6:00PM,8:00AM - 6:00PM,8:00AM - 6:00PM,8:00AM - 6:00PM,8:00AM - 6:00PM,8:00AM - 6:00PM,8:00AM - 6:00PM
Gateway Arch,jeff,Gateway Arch Visitor Center,38.625254,-90.18732,"The Gateway Arch Visitor Center, located directly under the Gateway Arch, is the central location for the journey to the top, the Arch Museum, the film Monument to the Dream, the Arch Store and the Arch cafe. Enter the Visitor Center from Smith Square to the west of the Arch directly across from the Old Courthouse. The North and South legs of the Gateway Arch are exit only from the visitor center and museum.","Gateway Arch National Park is located in the heart of downtown St. Louis on the Mississippi River. Interstate Routes 44, 55, 64 and 70 converge near the park. The Gateway Arch is easily accessible from St. Louis' MetroLink Lightrail. Board at any station and exit at 8th and Pine or Lacledes Landing and follow the signs to the Memorial (a 10 min. walk) Please note: Visitors now enter the Arch through the west entrance, which faces Fourth Street and the Old Courthouse. The Gateway Arch legs are now exit only.",http://www.nps.gov/jeff/planyourvisit/directions.htm,http://www.nps.gov/jeff/planyourvisit/index.htm,9:00AM - 6:00PM,9:00AM - 6:00PM,9:00AM - 6:00PM,9:00AM - 6:00PM,9:00AM - 6:00PM,9:00AM - 6:00PM,9:00AM - 6:00PM
Glacier,glba,Glacier Bay National Park Visitor Center,58.4547,-135.8827,"Located on the second floor of Glacier Bay Lodge in Bartlett Cove, 10 miles from Gustavus. Staffed daily in summer with park rangers. Stop by for exhibits, park information, trip planning, bookstore, reading area, hydrophone kiosk, interpretive programs, park films, brochures, and much more.","Located in Bartlett Cove, upstairs in the Glacier Bay Lodge.",http://www.nps.gov/glba/planyourvisit/visitorcenters.htm,http://www.nps.gov/glba/planyourvisit/visitorcenters.htm,11:00AM - 5:30PM,11:00AM - 5:30PM,11:00AM - 5:30PM,11:00AM - 5:30PM,11:00AM - 5:30PM,11:00AM - 5:30PM,11:00AM - 5:30PM
Glacier,glba,Visitor Information Station - Backcountry Office,58.4543,-135.8854,"Located near the head of the public-use dock in Bartlett Cove, 10 miles from Gustavus. The ""VIS"" provides trip planning information, boating and camping permits, and offers boater/camper orientation sessions for visitors heading into the wild backcountry of Glacier Bay. Stop by and meet a park ranger.","Located near the head of the public dock in Bartlett Cove, 10 miles from the town of Gustavus.",http://www.nps.gov/glba/planyourvisit/visitorcenters.htm,http://www.nps.gov/glba/planyourvisit/visitorcenters.htm,7:00AM - 7:00PM,7:00AM - 7:00PM,7:00AM - 7:00PM,7:00AM - 7:00PM,7:00AM - 7:00PM,7:00AM - 7:00PM,7:00AM - 7:00PM
Glacier,glba,Xunaa Shuká Hít (Huna Tribal House),58.4556,-135.88,"Xunaa Shuká Hít (Huna Tribal House) is open on a limited basis during the summer season (Memorial Day to Labor Day) for scheduled ranger programs. In 2016, after almost 20 years of planning, NPS and the Hoonah Indian Association dedicated Xunaa Shuká Hít (Huna Tribal House), a traditional Tlingit structure designed to symbolically anchor the Huna Tlingit in Glacier Bay, their ancestral homeland.","Located in Bartlett Cove, east of the Glacier Bay Lodge, on the Tlingit Trail.",,https://www.nps.gov/glba/learn/historyculture/huna-tribal-house-project.htm,1:00PM - 5:30PM,1:00PM - 5:30PM,1:00PM - 5:30PM,1:00PM - 5:30PM,1:00PM - 5:30PM,1:00PM - 5:30PM,1:00PM - 5:30PM
Glacier Bay,glba,Glacier Bay National Park Visitor Center,58.4547,-135.8827,"Located on the second floor of Glacier Bay Lodge in Bartlett Cove, 10 miles from Gustavus. Staffed daily in summer with park rangers. Stop by for exhibits, park information, trip planning, bookstore, reading area, hydrophone kiosk, interpretive programs, park films, brochures, and much more.","Located in Bartlett Cove, upstairs in the Glacier Bay Lodge.",http://www.nps.gov/glba/planyourvisit/visitorcenters.htm,http://www.nps.gov/glba/planyourvisit/visitorcenters.htm,11:00AM - 5:30PM,11:00AM - 5:30PM,11:00AM - 5:30PM,11:00AM - 5:30PM,11:00AM - 5:30PM,11:00AM - 5:30PM,11:00AM - 5:30PM
Glacier Bay,glba,Visitor Information Station - Backcountry Office,58.4543,-135.8854,"Located near the head of the public-use dock in Bartlett Cove, 10 miles from Gustavus. The ""VIS"" provides trip planning information, boating and camping permits, and offers boater/camper orientation sessions for visitors heading into the wild backcountry of Glacier Bay. Stop by and meet a park ranger.","Located near the head of the public dock in Bartlett Cove, 10 miles from the town of Gustavus.",http://www.nps.gov/glba/planyourvisit/visitorcenters.htm,http://www.nps.gov/glba/planyourvisit/visitorcenters.htm,7:00AM - 7:00PM,7:00AM - 7:00PM,7:00AM - 7:00PM,7:00AM - 7:00PM,7:00AM - 7:00PM,7:00AM - 7:00PM,7:00AM - 7:00PM
Glacier Bay,glba,Xunaa Shuká Hít (Huna Tribal House),58.4556,-135.88,"Xunaa Shuká Hít (Huna Tribal House) is open on a limited basis during the summer season (Memorial Day to Labor Day) for scheduled ranger programs. In 2016, after almost 20 years of planning, NPS and the Hoonah Indian Association dedicated Xunaa Shuká Hít (Huna Tribal House), a traditional Tlingit structure designed to symbolically anchor the Huna Tlingit in Glacier Bay, their ancestral homeland.","Located in Bartlett Cove, east of the Glacier Bay Lodge, on the Tlingit Trail.",,https://www.nps.gov/glba/learn/historyculture/huna-tribal-house-project.htm,1:00PM - 5:30PM,1:00PM - 5:30PM,1:00PM - 5:30PM,1:00PM - 5:30PM,1:00PM - 5:30PM,1:00PM - 5:30PM,1:00PM - 5:30PM
Grand Canyon,grca,Grand Canyon Visitor Center (South Rim),36.05921,-112.10928295932486,"Open daily from 9 am through 4 pm. Trip planning and hiking information is available through exhibit kiosks and sidewalk signs outside of the building. Park in one of four large parking lots and get your first look at Grand Canyon by walking to nearby Mather Point. With your vehicle parked at the Visitor Center, you can also board free shuttle buses and be transported around the village and out to scenic overlooks.","Coming from the South Entrance Station, continue following the road for 5 miles, it will lead you to the Visitor Center. The Visitor Center Plaza has four parking lots surrounding the Visitor Center, the Park Bookstore, a cafe, and the short 5-minute walk to Mather Point on the edge of the Canyon. From the Visitor Center, it is also possible to Park-and-Ride. Leave your car at the Visitor Center, then board free shuttle buses and ride around the South Rim.",,https://www.nps.gov/grca/planyourvisit/grand-canyon-visitor-center.htm,9:00AM - 4:00PM,9:00AM - 4:00PM,9:00AM - 4:00PM,9:00AM - 4:00PM,9:00AM - 4:00PM,9:00AM - 4:00PM,9:00AM - 4:00PM
Grand Canyon,grca,North Rim Visitor Center Park Store,36.1983863316,-112.052478703,"The Visitor Center/Park Store will be open for the season between May 15, and October 15, 2024. Visitors have an opportunity to ask questions, plan trips, and learn about the day's activities and programs. The store offers a wide variety of books, maps, souvenirs, and gift items and is open from 9 am to 5 pm daily. Park rangers staff an outdoor information desk between 10 am and 4 pm daily, at the Roaring Springs Overlook Kiosk, just north of the Visitor Center building, and along the canyon rim.","Leaving U.S. 89A at the Jacob Lake junction, travel south on State Route 67 and drive 43 miles through forests and meadows to the North Rim of Grand Canyon. The North Rim Visitor Center is at the end of State Route 67, within the Grand Canyon Lodge complex, on the left, and adjacent to the main parking area for the lodge and Bright Angel Point. The North Rim of the park, as well as State Route 67 closes to all vehicle traffic from December 1, through May 14, due to snow.",https://www.nps.gov/grca/planyourvisit/directions_n_rim.htm,https://www.nps.gov/grca/planyourvisit/north-rim.htm,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00AM,9:00AM - 5:00PM
Grand Canyon,grca,Verkamp's Visitor Center (South Rim),36.057664089376054,-112.13567272715773,"In the Village Historic District, near Hopi House and El Tovar Hotel, Verkamp's Visitor Center features exhibits that focus on the Grand Canyon Community; what it was like to live and work here on the brink of one of the seven natural wonders. A staffed information desk and a Grand Canyon Conservancy Museum Store are also located here. A water bottle filling station is just outside of the building near the canyon rim, and public restrooms are available in a separate building behind the Visitor Center.","Verkamp's Visitor Center is a short walk just east of El Tovar Hotel and Hopi House. Parking in the nearby lot may be limited during busy periods, which include spring break, summer and fall months. If you are walking from the shuttle bus stop across from the Railroad Depot, climb the stairway to the top of the hill. Here you will find El Tovar Hotel, Hopi House, and Verkamp's Visitor Center. They are located on the east end of the Village Historic District.",,https://www.nps.gov/grca/planyourvisit/verkamps.htm,8:00AM - 7:00PM,8:00AM - 7:00PM,8:00AM - 7:00PM,8:00AM - 7:00PM,8:00AM - 7:00PM,8:00AM - 7:00PM,8:00AM - 7:00PM
Grand Teton,grte,Colter Bay Visitor Center,43.903168150000006,-110.64369568199999,"A surviving Mission 66 visitor center, the Colter Bay Visitor Center provides great views of Jackson Lake. Home of the Indigenous Arts and Cultural Demonstration Program. Inside, meet artists and view exhibits of Indigenous art. Watch the park film in the auditorium throughout the day. Visit this facility for trip planning information, backcountry, or boating permits. Shop at the Grand Teton Association bookstore, attend a ranger-led program, or visit nearby shops and restaurants.","Heading north on US 26/89/191, turn left (north) at Moran Junction and continue 10.5 miles on US 89/191/287 to the Colter Bay Village sign, turn left (west) and continue about one mile to the visitor center. Heading south on US 89/191/287 from Yellowstone National Park, continue 18.5 miles to the Colter Bay Village sign, turn right (west) and continue about one mile to the visitor center",http://www.nps.gov/grte/planyourvisit/directions.htm,https://www.nps.gov/grte/planyourvisit/cbvc.htm,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM
Grand Teton,grte,Craig Thomas Discovery & Visitor Center,43.6533806502,-110.718606283,"The grand expanse of the Teton Range rises above the visitor center. Inside, interwoven themes of place, people, preservation, mountaineering, and Indigenous tribes encourage visitors to contemplate the past, present, and future of this place. Visit this facility for trip planning information, backcountry or boating permits. Shop at the Grand Teton Association Park Store, enjoy the variety of exhibits and artwork, attend a ranger program or watch a movie about the park.","Located 12 miles north of Jackson, Wyoming just off US Highway 26/89/191. Turn west at Moose Junction onto the Teton Park Road. Continue for 0.5 mile and cross the Snake River. Turn left/south into the parking lot.",http://www.nps.gov/grte/planyourvisit/directions.htm,https://www.nps.gov/grte/planyourvisit/ctdvc.htm,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM
Grand Teton,grte,Flagg Ranch Information Station,44.106886,-110.666099,"The Flagg Ranch Information Station is located in the John D. Rockefeller, Jr. Memorial Parkway—the heart of the Greater Yellowstone Ecosystem. For visitors traveling south from Yellowstone National Park, Flagg Ranch is the first stop for trip planning information. This small wooden cabin is staffed daily during the peak summer season and includes a visitor information area, exhibits, and restrooms.","Heading south on US 89/191/287, continue two miles south from the South Gate of Yellowstone National Park and turn right (west) at the Headwaters sign. Heading north on US 89/191/287, continue 22 miles north from Jackson Lake Junction and turn left (west) at the Headwaters sign.",http://www.nps.gov/grte/planyourvisit/directions.htm,https://www.nps.gov/grte/planyourvisit/flaggranchplan.htm,Closed,Closed,Closed,Closed,Closed,Closed,Closed
Grand Teton,grte,Jenny Lake Ranger Station,43.752224,-110.722272,"In the 1930s, the Jenny Lake Ranger Station and Museum opened as the park’s first visitor facility. Today, climbing rangers provide safety information, issue backcountry and boat permits, share climbing route conditions, and perform mountain rescues. Climbing and day hiking do not require a backcountry camping permit unless camping overnight in the backcountry. Backcountry permits involving climbing or mountaineering, and camping in Garnet Canyon must be obtained at the Jenny Lake Ranger Station.","Heading north from Jackson on US 26/89/191, turn left (west) at Moose Junction and continue eight miles north to South Jenny Lake Junction. Turn left (west) into the developed area. Heading south from Yellowstone on US 89/191/287, turn right (southwest) at Jackson Lake Junction and continue 12 miles south to South Jenny Lake Junction. Turn right (west) into the developed area.",http://www.nps.gov/grte/planyourvisit/directions.htm,https://www.nps.gov/grte/planyourvisit/jlrangerstation.htm,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM
Grand Teton,grte,Jenny Lake Visitor Center,43.75152336933463,-110.72237044008159,"Harrison Crandall built this cabin in 1921 near the Cathedral Group Turnout as his studio. Today, the visitor center highlights the relationship between art, inspiration, and action in Grand Teton. Rangers are available at the front desk, in the plaza, and on trails for trip planning, park information, and education. Attend one of the many ranger programs offered here or shop at the Grand Teton Association bookstore. The nearby Jenny Lake Ranger Station offers backcountry and boat permits.","Heading north from Jackson on US 26/89/191, turn left (west) at Moose Junction and continue eight miles north to Jenny Lake Junction. Turn left (west) into the developed area. Heading south from Yellowstone on US 89/191/287, turn right (southwest) at Jackson Lake Junction and continue 12 miles south to Jenny Lake Junction. Turn right (west) into the developed area.",http://www.nps.gov/grte/planyourvisit/directions.htm,https://www.nps.gov/grte/planyourvisit/jlvc.htm,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM
Grand Teton,grte,Laurance S. Rockefeller Preserve Center,43.6264160495,-110.775228384,"The Laurance S. Rockefeller Preserve Center allows visitors to learn about Mr. Rockefeller's vision and his legacy of conservation stewardship. Exhibits engage visual, tactile, and auditory senses through a poem by Terry Tempest Williams, audio recordings of Mr. Rockefeller, videos, photography, and a soundscape room. Visitors may relax in the resource room, attend a ranger program, or strike out on a hike to Phelps Lake. The center does not have a sales area or offer permits.","The Preserve Center is NOT accessible to vehicles over 23.3 feet long or trailers. Access to the center will be impacted by Moose-Wilson Road Construction in 2022. Heading north from Teton Village on WY 390, continue 3.2 miles from the Granite Entrance Gate and turn right (east) at the Preserve Center sign. Heading south from Moose on the Teton Park Road, turn south at the sign reading ""Wilson Road/Teton Village 9 miles."" Continue 3.7 miles and turn left (east) at the Preserve Center sign.",http://www.nps.gov/grte/planyourvisit/directions.htm,https://www.nps.gov/grte/planyourvisit/lsrpvc.htm,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM
Grand Teton,grte,National Elk Refuge & Greater Yellowstone Visitor Center,43.4862990495,-110.761734984,"The National Elk Refuge & Greater Yellowstone Visitor Center is an visitor center located in Jackson, WY. The visitor center is owned and operated by the U.S. Fish and Wildlife Service on the National Elk Refuge. The six agencies that operate from the visitor center are the Bridger-Teton National Forest, Grand Teton Association, Grand Teton National Park, National Elk Refuge, Jackson Hole Chamber of Commerce, and Wyoming Game & Fish.","The National Elk Refuge & Greater Yellowstone Visitor Center is an inter-agency visitor center located in Jackson, WY.",,https://www.fws.gov/refuge/national-elk,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM
Great Basin,grba,Great Basin Visitor Center,39.0152052818,-114.126570101,"Phone: (775) 234-7520 Located just north of the town of Baker on the west side of NV Highway 487. The Visitor Center contains an information desk staffed by park rangers, exhibits about the ecology and history of the park, a theater with the park film, and brochures.","From Baker, NV take 487 .5 miles north. The Great Basin Visitor Center is on the right.",,https://nps.gov/grba/planyourvisit/visitor-centers.htm,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM
Great Basin,grba,Lehman Caves Visitor Center,39.005691127,-114.219904098,"Phone: (775) 234-7510 Lehman Caves Visitor Center is located 5.5 miles up from the town of Baker, NV. At this visitor center visitors can plan their visit, purchase cave tour tickets, watch the park movie, and explore exhibits about the caves and the darkness of Great Basin National Park.","From Baker, NV take 488 5.5 miles to the end of the road.",,https://nps.gov/grba/planyourvisit/visitor-centers.htm,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM
Great Sand Dunes,grsa,Entrance Station,37.7251159672,-105.519241643,"Purchase park passes at the Entrance Station, located on the main entrance road. Entrance Station hours are variable depending on the season and day, but are generally open during standard business hours in warmer months.",,,https://www.nps.gov/grsa/planyourvisit/fees.htm,All Day,All Day,All Day,All Day,All Day,All Day,All Day
